year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2022,3.1481,126.052,101.318,4.6,116,2.701,0.66,4.28,8.541,0.1,31,1
2023,3.1941,126.6826,41.408,4.6,89,2.501,0.54,9.14,7.288,0.085,44,0
2023,3.2052,98.5528,10.0,4.6,89,2.126,0.68,7.54,1.831,0.095,33,0
2022,3.2116,128.0122,71.968,4.6,108,2.508,0.81,7.76,6.168,0.068,69,1
2024,3.2134,125.6383,174.056,4.6,68,2.977,0.78,6.59,7.2,0.063,82,1
2024,3.2356,128.1094,61.256,4.6,111,2.557,0.67,9.36,7.137,0.075,53,0
2024,3.2463,126.8012,35.522,4.6,85,2.522,0.59,7.52,2.761,0.061,82,0
2023,3.3019,123.9216,413.219,4.6,75,4.091,0.74,9.48,7.368,0.047,136,2
2021,3.3063,126.9972,91.42,4.6,110,2.544,0.5,5.2,8.3,0.125,19,1
2024,3.3547,127.0295,42.22,4.6,110,2.588,0.64,9.27,7.326,0.08,46,0
2022,3.356,126.6344,35.0,4.6,108,2.669,0.92,7.6,2.0,0.085,42,0
2022,3.3652,126.6133,35.0,4.6,108,2.683,0.86,10.7,1.9,0.101,29,0
2021,3.3745,122.9715,548.36,4.6,86,3.137,0.7,4.5,9.9,0.071,58,2
2023,3.3968,126.6947,35.0,4.6,83,2.693,0.64,5.93,1.753,0.097,35,0
2023,3.4848,95.6365,34.959,4.6,146,2.17,0.57,8.55,6.057,0.114,23,0
2024,3.4871,95.0303,23.795,4.6,42,2.578,0.48,7.66,4.209,0.062,77,0
2024,3.4933,126.9349,47.295,4.6,78,2.737,0.88,7.0,7.244,0.08,47,0
2022,3.5064,96.5606,68.91,4.6,59,1.753,0.63,4.7,7.2,0.069,62,0
2020,3.5468,126.819,50.12,4.6,106,2.81,0.71,7.2,8.3,0.116,22,0
2021,3.6149,126.9506,51.46,4.6,114,2.854,0.64,9.7,8.7,0.132,17,0
2022,3.6224,126.7108,10.0,4.6,112,2.906,0.42,7.3,1.9,0.076,55,0
2020,3.6351,125.639,10.0,4.6,110,3.327,1.21,5.8,1.9,0.111,25,0
2020,3.6607,126.6642,45.53,4.6,84,2.954,0.8,6.5,5.9,0.062,78,0
2022,3.6704,126.8744,39.16,4.6,95,2.921,0.53,7.6,7.4,0.083,45,0
2022,3.6825,96.8103,90.991,4.6,74,1.542,0.37,7.2,7.377,0.165,12,1
2021,3.6942,122.6288,562.52,4.6,68,3.16,0.62,11.1,9.6,0.103,30,2
2024,3.6954,126.5443,35.0,4.6,78,2.811,0.43,6.87,1.84,0.084,42,0
2023,3.7067,126.5118,28.542,4.6,99,3.038,0.54,5.11,5.168,0.07,61,0
2020,3.7081,126.7826,35.06,4.6,130,2.974,0.63,11.5,6.6,0.119,21,0
2021,3.7232,126.8548,10.0,4.6,83,2.976,0.62,8.6,1.8,0.092,38,0
2020,3.7417,95.6192,43.5,4.6,51,1.983,0.77,7.7,5.7,0.096,32,0
2024,3.7563,95.7987,47.513,4.6,132,1.857,0.73,8.57,7.754,0.095,33,0
2021,3.7909,127.9669,102.33,4.6,103,3.058,0.72,7.9,6.3,0.066,69,1
2020,3.8121,125.7417,145.22,4.6,51,3.24,0.57,7.9,7.6,0.101,29,1
2023,3.8631,126.8212,40.692,4.6,112,3.119,0.62,7.72,8.012,0.085,41,0
2024,3.8954,126.8914,35.075,4.6,103,3.139,0.95,7.47,6.844,0.065,71,0
2022,3.9797,95.8875,68.048,4.6,98,1.63,0.34,8.62,6.83,0.084,45,0
2023,3.9902,128.2428,10.0,4.6,88,3.315,0.55,5.91,1.754,0.073,56,0
2022,4.0359,126.6842,35.0,4.6,120,3.208,0.99,9.74,1.919,0.107,26,0
2021,4.0461,95.7566,50.03,4.6,129,1.669,0.86,7.6,8.2,0.136,16,0
2024,4.1059,123.1329,10.0,4.6,159,3.79,1.3,11.39,1.958,0.152,13,0
2020,4.1161,126.5636,10.0,4.6,112,3.093,0.36,7.3,1.8,0.087,39,0
2022,4.1597,126.5683,53.79,4.6,83,3.053,0.32,7.5,5.7,0.074,55,0
2020,4.1837,126.6772,10.0,4.6,116,3.068,0.8,7.4,1.9,0.097,32,0
2021,4.1856,126.8558,60.95,4.6,83,3.134,1.01,7.9,7.3,0.072,58,0
2021,4.2049,127.8754,81.24,4.6,115,3.447,0.55,8.3,7.7,0.094,34,1
2021,4.2261,125.7845,117.99,4.6,152,3.777,1.25,11.7,9.3,0.157,12,1
2024,4.2527,124.6162,23.714,4.6,70,2.958,0.64,7.37,3.264,0.076,52,0
2020,4.2708,126.7767,10.0,4.6,112,3.025,0.71,8.3,1.9,0.098,31,0
2022,4.2742,127.1542,51.77,4.6,107,3.188,0.7,6.2,7.6,0.084,42,0
2020,4.3136,126.7098,10.0,4.6,195,3.578,0.85,10.3,2.0,0.164,11,0
2022,4.3248,126.2774,87.18,4.6,56,2.814,0.39,4.3,7.4,0.086,41,1
2023,4.3363,125.7723,107.765,4.6,97,2.722,0.79,6.79,7.741,0.128,18,1
2022,5.5812,127.1411,150.253,4.6,113,2.144,0.54,6.82,5.018,0.06,81,1
2020,5.594,126.5519,96.77,4.6,121,1.756,0.51,8.1,5.0,0.094,34,1
2022,5.6047,126.5823,57.17,4.6,118,1.764,0.65,9.3,6.2,0.207,9,0
2022,5.6265,125.2277,46.89,4.6,96,1.475,0.72,8.8,9.5,0.165,11,0
2023,5.6459,126.2682,66.83,4.6,113,1.572,0.66,9.59,7.909,0.116,25,0
2024,5.6722,125.4013,77.408,4.6,112,1.4,0.68,9.27,4.953,0.114,23,1
2020,5.6736,95.17,10.0,4.6,87,1.823,0.56,7.9,1.9,0.076,52,0
2021,5.6747,126.1207,109.49,4.6,83,1.486,0.95,7.4,5.9,0.06,82,1
2023,5.6935,125.8156,120.851,4.6,106,1.387,0.75,7.45,6.139,0.056,96,1
2024,5.7151,126.5679,32.832,4.6,128,1.666,0.86,9.14,5.273,0.105,30,0
2024,5.719,127.0083,119.695,4.6,111,1.954,1.01,5.34,6.26,0.059,85,1
2024,5.7765,125.796,92.374,4.6,102,1.303,0.74,7.06,6.03,0.061,88,1
2024,5.7845,126.286,113.935,4.6,107,1.457,0.9,9.31,7.237,0.057,94,1
2023,5.8734,125.7475,193.701,4.6,67,1.2,0.81,8.43,3.902,0.041,191,1
2021,5.8895,126.2085,97.73,4.6,103,1.328,0.85,7.7,6.0,0.125,19,1
2023,5.9313,125.9995,88.91,4.6,109,1.206,0.56,7.45,5.939,0.072,57,1
2023,5.9419,127.1164,74.394,4.6,115,1.894,0.66,10.48,7.648,0.082,44,1
2022,5.9549,126.495,69.5,4.6,39,1.433,0.57,7.5,5.8,0.061,81,0
2021,5.9709,126.1064,139.27,4.6,107,1.21,0.85,8.2,7.0,0.096,32,1
2023,5.9755,125.7624,78.819,4.6,127,1.102,0.6,9.67,7.941,0.103,28,1
2024,5.9769,125.9122,147.032,4.6,98,1.135,1.0,7.27,6.916,0.078,49,1
2022,-0.1716,124.2793,8.703,4.6,39,1.738,0.48,5.53,4.527,0.103,28,0
2023,-0.171,125.0959,60.603,4.6,90,2.456,0.43,4.71,8.196,0.089,38,0
2022,-0.1477,122.8355,92.814,4.6,35,0.89,1.05,5.28,5.134,0.068,64,1
2023,-0.1472,125.9031,76.492,4.6,58,1.725,0.53,7.37,8.487,0.086,40,1
2020,-0.1288,124.6699,59.19,4.6,37,2.103,0.96,6.0,6.6,0.071,69,0
2024,-0.1146,124.014,101.558,4.6,51,3.454,1.02,6.54,7.325,0.097,32,1
2020,-0.0968,122.9857,122.04,4.6,44,0.962,0.61,4.5,6.7,0.058,89,1
2021,-0.0931,129.8045,40.36,4.6,85,1.652,0.91,8.4,8.2,0.133,19,0
2021,-0.0873,125.9893,47.63,4.6,54,1.62,0.7,6.8,7.7,0.079,49,0
2021,-0.0837,123.9148,101.07,4.6,36,1.487,1.0,5.8,5.5,0.069,71,1
2021,-0.0804,124.8822,76.78,4.6,42,2.316,0.96,8.2,8.4,0.098,31,1
2024,-0.0716,122.2244,243.744,4.6,102,1.86,0.53,10.52,9.72,0.111,24,1
2022,-0.0487,126.6531,56.655,4.6,75,1.083,0.58,6.95,7.216,0.09,42,0
2024,-0.0419,135.9398,10.0,4.6,86,4.667,0.55,9.1,1.851,0.079,48,0
2022,-0.0354,123.9463,96.44,4.6,54,1.542,0.81,7.3,5.5,0.125,19,1
2023,0.009,97.2781,14.72,4.6,173,1.32,0.83,10.53,4.64,0.122,20,0
2022,0.0118,124.6601,10.893,4.6,51,2.159,0.95,7.47,4.886,0.113,23,0
2021,0.0131,123.317,129.92,4.6,49,1.181,1.21,6.5,2.6,0.095,35,1
2021,0.0133,127.2798,139.14,4.6,117,0.758,0.74,9.2,6.4,0.103,28,1
2022,0.0199,123.6145,156.2,4.6,56,1.35,0.66,6.4,8.8,0.125,19,1
2022,0.021,124.3102,75.982,4.6,50,1.866,0.35,4.11,6.916,0.072,57,1
2022,0.0276,123.1881,159.254,4.6,67,1.141,0.85,8.24,2.991,0.064,73,1
2022,0.0329,96.6044,10.0,4.6,194,1.592,0.54,10.7,1.9,0.102,29,0
2024,0.0614,123.7266,131.668,4.6,109,3.124,0.98,9.55,7.531,0.109,25,1
2021,0.1856,96.6595,10.0,4.6,114,1.439,0.85,5.7,1.7,0.079,47,0
2020,0.1887,126.1505,51.41,4.6,37,1.347,0.85,6.6,4.4,0.101,29,0
2024,0.1915,123.7769,132.285,4.6,28,1.585,0.72,6.35,5.425,0.049,131,1
2021,0.1938,123.4976,160.59,4.6,48,1.425,0.64,7.4,6.7,0.073,56,1
2021,0.201,98.5221,41.5,4.6,138,1.447,0.59,4.0,8.0,0.147,14,0
2021,0.2409,126.1757,44.82,4.6,71,1.302,0.52,8.7,8.2,0.141,22,0
2021,0.2528,96.7126,10.0,4.6,115,1.354,0.73,10.8,1.8,0.081,45,0
2021,0.2571,126.5292,10.0,4.6,48,0.981,0.71,5.8,1.9,0.093,34,0
2024,0.26,124.8977,78.925,4.6,86,4.201,0.71,9.12,7.568,0.083,43,1
2021,0.2634,126.4744,39.78,4.6,58,1.025,0.49,6.1,7.1,0.072,60,0
2021,0.2676,126.508,10.0,4.6,98,0.994,0.69,7.7,1.7,0.147,16,0
2024,0.2717,122.0891,141.554,4.6,97,1.472,0.91,8.46,5.386,0.073,58,1
2021,0.2753,126.4149,42.74,4.6,49,1.071,0.7,7.0,7.4,0.087,40,0
2021,0.2779,126.239,32.93,4.6,67,1.229,0.65,8.5,6.0,0.119,24,0
2021,0.2863,126.4458,10.0,4.6,97,1.039,0.39,5.6,1.9,0.164,13,0
2022,0.2913,122.027,187.04,4.6,55,1.488,0.73,7.83,6.471,0.086,40,1
2023,0.2972,98.4256,29.383,4.6,178,1.312,0.67,10.97,6.951,0.119,21,0
2022,0.3198,121.5564,206.271,4.6,58,1.104,0.56,8.06,6.497,0.081,45,1
2022,0.3198,125.7684,10.0,4.6,41,1.66,0.9,6.9,1.8,0.069,73,0
2020,0.323,121.6146,142.22,4.6,45,1.143,0.97,5.9,5.2,0.086,41,1
2020,0.3427,126.2926,40.78,4.6,49,1.155,0.78,6.7,7.2,0.105,27,0
2021,0.3492,125.8924,10.0,4.6,80,1.532,0.98,6.2,1.9,0.165,11,0
2023,-2.8089,129.2529,10.0,4.6,31,1.822,0.66,4.42,1.819,0.091,36,0
2023,-2.8043,127.8364,30.824,4.6,76,2.678,0.52,7.82,4.359,0.109,26,0
2024,-2.7893,129.5468,10.0,4.6,64,1.758,1.11,5.41,1.776,0.099,30,0
2022,-2.7461,122.2738,10.0,4.6,49,1.764,0.66,5.1,1.9,0.105,27,0
2023,-2.6854,139.6674,31.432,4.6,50,1.05,0.82,8.17,4.473,0.083,43,0
2022,-2.6839,139.3565,35.0,4.6,52,1.357,0.64,5.6,1.916,0.114,23,0
2021,-2.6771,123.1075,10.0,4.6,41,1.658,0.53,5.7,1.9,0.114,23,0
2022,-2.6682,128.8439,10.0,4.6,67,3.41,0.78,6.53,1.893,0.113,23,0
2022,-2.6656,128.985,10.0,4.6,37,3.269,0.65,4.4,1.8,0.07,62,0
2022,-2.6417,101.4213,88.38,4.6,126,2.293,0.57,8.8,7.8,0.098,31,1
2024,-2.6412,122.0899,10.0,4.6,98,1.729,0.98,5.62,1.873,0.157,16,0
2023,-2.63,138.8846,38.421,4.6,148,6.634,0.42,7.29,7.83,0.101,29,0
2023,-2.6188,140.5861,25.145,4.6,93,0.157,0.49,9.74,5.124,0.119,24,0
2024,-2.6176,99.7672,10.0,4.6,177,3.623,0.49,10.86,1.927,0.113,23,0
2023,-2.6009,99.9941,35.243,4.6,74,3.434,0.36,9.34,7.512,0.122,20,0
2023,-2.5777,140.6658,23.641,4.6,86,8.414,1.18,10.2,5.323,0.091,36,0
2022,-2.5544,138.5726,10.0,4.6,73,6.327,0.47,12.46,1.889,0.146,14,0
2023,-2.4806,140.8033,25.295,4.6,53,8.556,0.67,9.33,4.681,0.089,40,0
2022,-2.4667,140.5871,27.539,4.6,81,0.126,0.37,7.11,5.323,0.112,26,0
2023,-2.4665,140.909,12.704,4.6,90,0.21,0.7,8.53,4.903,0.272,6,0
2021,-2.4594,99.729,10.0,4.6,177,3.061,0.71,8.6,1.9,0.181,12,0
2023,-2.4503,140.5724,27.527,4.6,148,8.327,0.46,8.9,5.365,0.125,19,0
2021,-2.4435,140.2447,35.0,4.6,43,7.127,0.52,9.2,1.9,0.079,51,0
2021,-2.4057,138.4638,45.59,4.6,35,2.241,0.59,7.8,7.2,0.078,50,0
2020,-2.3718,140.2736,20.98,4.6,60,0.453,1.0,7.5,5.2,0.08,50,0
2022,-2.3603,100.6472,50.366,4.6,126,2.697,0.49,8.14,7.544,0.098,32,0
2023,-2.3376,139.1478,26.899,4.6,68,1.564,0.71,6.67,5.387,0.086,40,0
2021,-2.3369,119.2425,35.0,4.6,64,2.636,0.58,6.4,2.0,0.103,28,0
2024,-2.2551,128.1623,10.0,4.6,79,2.845,0.96,8.18,1.912,0.133,17,0
2024,-2.2489,125.5923,10.0,4.6,64,3.485,0.32,8.21,1.854,0.112,24,0
2022,-2.2451,138.2228,10.0,4.6,126,6.005,0.54,10.56,1.891,0.089,38,0
2022,-2.2376,138.1849,10.0,4.6,53,5.969,0.72,9.98,1.831,0.108,27,0
2024,-2.2339,128.1796,10.0,4.6,70,2.852,0.73,7.07,1.894,0.126,19,0
2020,-2.1531,140.7807,10.0,4.6,61,0.367,1.18,8.9,1.9,0.078,50,0
2022,-2.119,139.1948,28.49,4.6,30,6.985,0.52,10.13,4.388,0.094,34,0
2020,-2.1096,140.7773,10.0,4.6,45,0.408,1.27,6.4,1.9,0.082,45,0
2020,-2.0524,123.0804,10.0,4.6,87,3.893,0.74,7.1,1.9,0.133,17,0
2024,-2.0472,128.3331,10.0,4.6,73,2.916,0.74,6.0,1.608,0.103,28,0
2022,-1.9805,128.4227,44.529,4.6,78,2.931,0.97,6.43,7.746,0.132,22,0
2020,-1.9784,137.3549,32.94,4.6,59,5.186,1.02,9.4,5.5,0.094,34,0
2020,-1.9598,140.6026,10.0,4.6,64,0.56,0.8,6.4,1.9,0.086,40,0
2022,-1.9584,137.3046,35.541,4.6,120,5.141,1.01,9.36,5.243,0.092,38,0
2021,-1.9127,99.442,34.25,4.6,177,3.7,0.52,9.3,6.0,0.085,41,0
2021,-1.8693,133.4039,30.83,4.6,66,1.555,0.94,6.6,4.8,0.086,40,0
2022,-1.82,138.9137,29.589,4.6,100,6.748,0.83,11.59,2.84,0.112,24,0
2020,-1.7187,100.4116,63.16,4.6,176,2.126,0.87,8.9,3.1,0.107,27,0
2023,-1.7176,120.0864,39.789,4.6,112,2.767,0.78,8.48,7.708,0.126,19,0
2024,-1.6855,127.8466,10.0,4.6,77,2.487,0.52,7.5,1.887,0.081,45,0
2023,-1.6289,126.4513,10.0,4.6,81,2.554,0.46,7.64,1.887,0.098,32,0
2022,-1.6042,137.1347,19.627,4.6,75,3.68,0.92,5.16,5.176,0.101,29,0
2021,-1.5687,127.278,10.0,4.6,53,2.326,0.87,7.0,1.9,0.132,20,0
2020,-1.5516,99.4165,28.42,4.6,86,3.381,0.88,9.1,5.4,0.102,29,0
2021,-1.5462,120.2745,10.0,4.6,89,2.546,0.54,6.4,1.8,0.113,24,0
2023,-1.5295,126.4129,10.0,4.6,59,2.477,0.54,3.68,1.866,0.073,55,0
2020,-1.524,134.1041,37.2,4.6,104,2.314,0.84,9.7,7.1,0.074,55,0
2020,-1.5205,99.6004,42.54,4.6,115,2.331,0.83,8.3,7.0,0.109,25,0
2024,-1.5186,100.5675,88.018,4.6,154,3.695,0.49,9.22,8.17,0.165,12,1
2022,-1.5103,136.9604,30.56,4.6,64,4.911,0.48,8.2,3.6,0.061,81,0
2023,-1.4082,126.4252,10.0,4.6,60,2.361,0.58,7.03,1.469,0.093,35,0
2020,-1.3845,100.501,73.53,4.6,132,1.782,0.41,5.3,7.1,0.158,12,1
2021,-1.3075,99.7371,49.99,4.6,77,2.08,0.83,7.7,7.2,0.092,35,0
2023,-1.2482,136.7271,24.799,4.6,76,4.168,0.69,7.34,5.114,0.085,42,0
2024,-1.2024,127.3049,10.0,4.6,82,1.962,0.69,6.97,1.89,0.112,24,0
2023,-1.2003,98.2138,10.0,4.6,108,2.568,0.57,7.92,1.837,0.072,64,0
2020,-1.1494,97.9992,10.0,4.6,185,2.473,0.35,6.6,1.9,0.136,16,0
2022,-1.1471,129.6988,10.0,4.6,122,3.011,0.87,8.7,1.9,0.244,5,0
2022,-1.1438,100.2556,90.795,4.6,132,1.657,0.66,4.82,7.154,0.146,14,1
2022,-1.1345,98.5391,18.54,4.6,151,2.607,0.55,7.76,5.162,0.136,17,0
2024,-1.1211,121.5279,10.0,4.6,69,1.246,0.51,5.48,1.789,0.081,45,0
2024,-1.0928,127.2642,10.0,4.6,85,1.855,0.8,6.94,1.89,0.105,31,0
2021,-1.0795,131.0703,10.0,4.6,88,2.174,0.98,5.3,1.9,0.112,24,0
2023,-1.0701,137.0767,23.766,4.6,113,5.162,0.45,11.06,5.382,0.068,65,0
2022,-1.0575,98.6699,20.596,4.6,125,2.588,0.35,7.15,5.853,0.117,22,0
2023,-1.0394,98.3047,15.181,4.6,93,2.439,0.81,7.66,4.235,0.141,15,0
2024,-1.0027,137.1667,10.0,4.6,85,3.84,0.64,9.59,1.878,0.098,31,0
2022,-0.9764,98.6319,20.899,4.6,169,2.499,0.43,9.28,6.225,0.172,12,0
2023,-0.9601,98.4763,18.664,4.6,93,2.423,0.56,10.23,4.171,0.102,29,0
2022,-0.9408,126.8948,10.0,4.6,47,1.765,1.16,6.3,1.9,0.152,18,0
2024,-0.9215,98.9675,27.553,4.6,181,2.612,0.67,9.52,6.175,0.109,25,0
2023,-0.8863,98.7009,22.933,4.6,50,2.449,0.67,7.0,4.075,0.075,53,0
2022,-0.8236,98.3589,19.77,4.6,67,2.253,0.66,5.7,4.6,0.126,19,0
2021,-0.8038,131.4824,37.44,4.6,121,2.236,0.54,7.8,6.2,0.076,55,0
2024,-0.8006,134.4506,24.139,4.6,76,3.045,0.53,10.01,5.154,0.09,37,0
2020,-0.7772,127.6515,10.0,4.6,94,1.564,1.05,7.9,1.9,0.141,15,0
2022,-0.7184,97.1326,10.0,4.6,47,2.057,0.35,8.0,1.8,0.078,49,0
2022,-0.7122,99.0987,35.0,4.6,186,2.516,1.11,9.6,2.0,0.194,11,0
2023,-0.6899,127.0738,54.434,4.6,81,1.481,0.69,3.73,6.862,0.078,49,0
2024,-0.6616,122.6595,10.0,4.6,52,2.574,1.1,6.93,1.866,0.099,30,0
2021,-0.6488,127.4899,10.0,4.6,64,1.416,0.46,5.5,1.9,0.076,52,0
2020,-0.6314,127.4988,30.11,4.6,88,1.4,0.67,4.9,5.6,0.083,44,0
2021,-0.603,133.2856,30.17,4.6,145,2.036,0.79,9.4,4.8,0.164,11,0
2020,-0.5486,127.6862,10.0,4.6,40,1.35,0.74,3.5,1.8,0.098,32,0
2022,-0.4777,99.6588,81.85,4.6,70,1.595,0.63,4.0,6.5,0.078,49,1
2021,-0.4385,124.441,76.13,4.6,74,1.773,0.93,7.9,8.1,0.09,37,1
2024,-0.4362,123.4462,62.86,4.6,69,0.904,0.97,6.62,8.751,0.099,30,0
2024,-0.4098,99.1052,55.463,4.6,152,3.088,0.65,7.93,3.667,0.085,41,0
2023,-0.379,132.564,42.58,4.6,117,1.386,0.86,7.53,7.45,0.109,25,0
2023,-0.3604,123.1891,10.0,4.6,46,2.816,0.5,7.02,1.855,0.085,41,0
2021,-0.3514,98.7661,42.38,4.6,104,2.03,0.84,7.1,5.8,0.076,58,0
2021,-0.3424,124.0922,74.59,4.6,47,1.492,1.17,7.3,7.5,0.063,76,1
2021,-0.3132,125.8167,51.36,4.6,68,1.887,0.67,7.0,7.4,0.112,24,0
2024,-0.3092,125.9247,48.424,4.6,93,1.798,0.72,9.34,7.837,0.089,39,0
2021,-0.2708,97.3968,10.0,4.6,55,1.574,0.7,7.7,1.9,0.136,16,0
2023,-0.2592,123.7721,91.751,4.6,62,1.267,1.23,6.25,7.615,0.146,17,1
2023,-0.2525,124.5073,59.557,4.6,32,1.904,0.95,4.06,6.982,0.066,80,0
2024,-0.2513,133.0315,10.0,4.6,118,1.869,0.73,8.28,1.875,0.102,29,0
2021,-0.2434,129.6404,38.6,4.6,74,1.74,0.92,6.7,5.6,0.105,27,0
2024,-0.2229,122.4956,10.0,4.6,91,2.166,0.85,8.2,1.882,0.107,26,0
2022,-0.1964,97.2636,16.955,4.6,190,1.523,0.81,9.02,5.639,0.114,26,0
2023,0.3607,123.1898,230.316,4.6,86,1.455,0.83,8.43,2.078,0.063,76,1
2024,0.3682,121.0182,107.402,4.6,136,0.775,1.14,6.76,6.792,0.125,19,1
2021,0.3743,126.2926,10.0,4.6,57,1.144,0.74,7.3,1.9,0.119,21,0
2022,0.3829,123.884,205.302,4.6,64,1.8,0.85,9.09,6.866,0.082,44,1
2022,0.3985,126.4193,43.552,4.6,94,1.017,0.7,4.19,8.019,0.125,21,0
2020,0.4329,126.3473,55.11,4.6,40,1.073,0.85,7.1,7.0,0.084,42,0
2021,0.4469,126.2614,49.28,4.6,48,1.151,0.64,6.6,8.0,0.109,25,0
2022,0.463,96.8611,10.0,4.6,158,1.099,0.71,7.5,1.9,0.129,18,0
2024,0.4689,126.6045,54.404,4.6,42,0.819,0.76,6.9,5.498,0.095,33,0
2024,0.476,126.7461,66.17,4.6,41,0.686,0.76,6.49,6.435,0.107,31,0
2023,0.4809,126.4911,56.277,4.6,44,0.922,0.6,4.97,6.071,0.061,82,0
2022,0.5046,126.5861,62.22,4.6,44,0.824,0.83,6.1,6.2,0.098,31,0
2024,0.5112,98.5291,53.895,4.6,122,1.236,0.73,4.44,7.373,0.068,64,0
2021,0.5254,126.2506,44.83,4.6,44,1.142,0.79,6.8,7.1,0.091,36,0
2020,0.5281,120.4045,10.0,4.6,66,0.691,0.76,5.0,1.9,0.085,44,0
2021,0.5293,126.5996,50.15,4.6,42,0.804,0.79,4.8,5.9,0.101,29,0
2023,0.5305,119.579,10.0,4.6,51,1.334,0.71,7.18,1.842,0.07,62,0
2024,0.5368,122.3026,111.821,4.6,58,1.624,0.74,7.3,6.961,0.08,47,1
2024,0.5654,99.7589,150.106,4.6,139,2.273,0.93,7.66,7.832,0.075,53,1
2021,0.5863,96.6701,10.0,4.6,181,1.152,0.58,10.3,2.0,0.165,11,0
2022,0.5985,122.1405,98.32,4.6,41,1.45,0.96,6.7,5.3,0.069,63,1
2021,0.6162,126.1533,9.95,4.6,96,1.223,0.3,7.9,2.8,0.223,6,0
2023,0.661,126.3662,5.991,4.6,50,1.006,0.54,5.32,4.484,0.07,66,0
2022,0.674,97.02,10.0,4.6,91,0.836,0.58,10.4,1.9,0.132,17,0
2021,0.8569,126.2687,44.03,4.6,52,1.101,0.51,6.0,7.8,0.069,67,0
2024,0.8589,97.7622,40.995,4.6,72,0.48,0.79,8.23,5.875,0.105,27,0
2020,0.8912,126.5393,43.59,4.6,71,0.835,1.34,4.2,8.9,0.094,34,0
2022,0.9131,126.0683,35.0,4.6,78,1.305,0.66,7.8,2.0,0.114,23,0
2023,0.9326,126.1034,47.262,4.6,66,1.273,0.81,8.68,7.776,0.097,32,0
2024,0.9462,125.3984,91.935,4.6,65,1.976,0.72,3.06,7.713,0.071,59,1
2020,0.9493,127.3309,163.6,4.6,111,0.179,0.4,13.6,4.6,0.125,19,1
2022,0.9516,125.404,72.69,4.6,61,1.97,1.01,7.2,6.8,0.079,47,1
2020,0.9558,118.7371,52.98,4.6,67,2.05,1.05,4.5,6.9,0.119,21,0
2021,0.9633,124.565,22.47,4.6,71,2.68,0.49,6.5,4.2,0.103,28,0
2023,1.0045,120.7906,576.502,4.6,48,0.106,0.74,10.43,6.636,0.061,81,2
2021,1.0122,126.2287,10.54,4.6,87,1.162,0.78,7.5,4.2,0.128,18,0
2020,1.0142,126.8408,120.88,4.6,55,0.578,0.55,8.4,6.6,0.128,18,1
2021,1.0292,126.9197,23.69,4.6,81,0.515,0.75,7.4,4.0,0.095,33,0
2020,1.0329,126.8952,73.46,4.6,81,0.538,0.75,7.0,6.0,0.075,53,1
2024,1.0382,127.9268,10.0,4.6,120,0.619,0.7,6.36,1.909,0.126,19,0
2021,1.1076,128.1118,10.0,4.6,94,0.816,0.81,7.5,1.9,0.165,13,0
2024,1.1409,128.274,10.323,4.6,89,0.978,0.68,5.69,3.746,0.079,52,0
2021,1.1514,128.093,10.0,4.6,94,0.818,0.66,4.1,1.9,0.165,12,0
2023,1.156,126.3562,47.743,4.6,88,1.08,0.59,4.05,8.878,0.111,24,0
2023,1.1724,126.3169,10.0,4.6,82,1.123,0.47,5.59,1.766,0.083,43,0
2021,1.1792,121.2694,57.81,4.6,65,0.492,0.77,7.1,7.3,0.126,19,0
2021,1.2206,126.4248,50.31,4.6,85,1.042,0.98,7.2,7.2,0.088,38,0
2024,1.2373,126.175,51.842,4.6,52,1.278,0.62,6.24,2.633,0.054,111,0
2020,1.2597,126.3959,31.41,4.6,89,1.084,0.56,6.9,4.5,0.083,43,0
2021,1.2727,96.8714,10.0,4.6,155,0.704,0.84,5.6,1.5,0.074,63,0
2024,-3.5909,99.508,10.0,4.6,69,3.523,0.7,5.67,1.804,0.071,59,0
2022,-3.5778,140.1923,96.62,4.6,100,1.173,0.9,8.5,6.0,0.084,42,1
2024,-3.5521,138.022,76.154,4.6,54,2.869,0.53,9.25,8.196,0.114,23,1
2021,-3.5477,101.6511,46.08,4.6,86,1.531,0.9,3.8,7.2,0.082,49,0
2020,-3.5419,131.2852,10.0,4.6,82,1.143,0.94,7.8,1.9,0.086,40,0
2021,-3.4944,99.9948,10.0,4.6,123,3.076,0.43,7.9,1.9,0.151,13,0
2021,-3.4909,138.5899,73.34,4.6,62,6.356,0.84,9.2,7.4,0.076,55,1
2024,-3.4578,128.3996,44.964,4.6,50,1.836,0.92,7.25,6.863,0.083,46,0
2021,-3.445,135.4228,36.47,4.6,52,3.211,0.46,7.0,5.5,0.098,31,0
2020,-3.4432,130.8868,20.08,4.6,62,1.456,0.56,6.6,4.2,0.132,17,0
2024,-3.4156,131.0652,10.0,4.6,69,1.281,0.68,4.91,1.627,0.098,31,0
2021,-3.3764,139.6124,55.61,4.6,56,7.366,0.81,9.5,6.7,0.082,44,0
2024,-3.3482,139.9157,93.05,4.6,56,1.142,0.64,10.7,7.623,0.141,15,1
2024,-3.3321,126.8794,10.225,4.6,88,3.241,0.8,12.58,5.153,0.141,15,0
2023,-3.3023,138.4537,42.306,4.6,53,2.379,1.08,7.65,7.274,0.094,34,0
